,time,volume,open,close,high,low
73,2020-01-16 08:00:00+00:00,592173,258.93,257.8,259.24,257.75
74,2020-01-16 09:00:00+00:00,612516,257.76,257.14,258.23,256.55
75,2020-01-16 10:00:00+00:00,431486,257.14,257.22,257.89,256.5
76,2020-01-16 11:00:00+00:00,271021,257.2,257.02,257.27,256.77
77,2020-01-16 12:00:00+00:00,206618,257.04,257.18,257.5,257.0
78,2020-01-16 13:00:00+00:00,290030,257.18,256.2,257.2,256.12
79,2020-01-16 14:00:00+00:00,341477,256.24,257.08,257.31,256.1
80,2020-01-16 15:00:00+00:00,427030,257.08,257.51,257.51,256.73
81,2020-01-17 07:00:00+00:00,725223,258.2,259.9,259.99,257.75
82,2020-01-17 08:00:00+00:00,757305,259.85,260.9,261.25,259.45
83,2020-01-17 09:00:00+00:00,401205,260.9,260.72,261.43,260.5
84,2020-01-17 10:00:00+00:00,439284,260.72,261.0,261.88,260.57
85,2020-01-17 11:00:00+00:00,455891,260.99,262.35,262.36,260.88
86,2020-01-17 12:00:00+00:00,350385,262.35,262.32,262.82,261.71
87,2020-01-17 13:00:00+00:00,356919,262.32,262.1,262.8,261.81
88,2020-01-17 14:00:00+00:00,448421,262.07,262.7,262.77,261.89
89,2020-01-17 15:00:00+00:00,554501,262.7,262.5,262.77,262.01
90,2020-01-20 07:00:00+00:00,548897,263.22,262.65,263.81,261.8
91,2020-01-20 08:00:00+00:00,683503,262.7,264.87,265.0,262.5
92,2020-01-20 09:00:00+00:00,210246,264.88,264.62,264.97,264.0
93,2020-01-20 10:00:00+00:00,426233,264.62,265.63,265.9,264.55
94,2020-01-20 11:00:00+00:00,255829,265.63,265.27,266.22,265.21
95,2020-01-20 12:00:00+00:00,128700,265.29,265.87,265.9,265.13
96,2020-01-20 13:00:00+00:00,135807,265.9,265.59,266.1,265.38
97,2020-01-20 14:00:00+00:00,208074,265.59,266.77,266.77,265.46
98,2020-01-20 15:00:00+00:00,377632,266.74,266.28,266.97,266.09
99,2020-01-21 07:00:00+00:00,822267,265.47,264.03,265.5,263.02
100,2020-01-21 08:00:00+00:00,380756,264.06,264.7,264.78,263.7
101,2020-01-21 09:00:00+00:00,231307,264.71,264.58,265.11,264.17
102,2020-01-21 10:00:00+00:00,195629,264.57,264.35,264.98,264.0
103,2020-01-21 11:00:00+00:00,184332,264.32,264.46,264.67,263.8
104,2020-01-21 12:00:00+00:00,214154,264.46,264.8,265.32,264.44
105,2020-01-21 13:00:00+00:00,301773,264.83,265.5,266.1,264.5
106,2020-01-21 14:00:00+00:00,740567,265.51,267.98,268.27,265.46
107,2020-01-21 15:00:00+00:00,721997,267.98,268.06,268.9,267.25
108,2020-01-22 07:00:00+00:00,919284,268.63,269.93,270.8,268.39
109,2020-01-22 08:00:00+00:00,642702,269.93,268.27,270.69,268.05
110,2020-01-22 09:00:00+00:00,595853,268.19,268.0,268.59,266.84
111,2020-01-22 10:00:00+00:00,267742,268.05,267.68,268.82,267.41
112,2020-01-22 11:00:00+00:00,449958,267.68,265.51,267.69,265.5
113,2020-01-22 12:00:00+00:00,309272,265.55,266.23,266.7,265.5
114,2020-01-22 13:00:00+00:00,261684,266.24,266.75,266.92,265.59
115,2020-01-22 14:00:00+00:00,480364,266.74,267.35,268.33,266.52
116,2020-01-22 15:00:00+00:00,490233,267.35,266.54,267.45,266.54
117,2020-01-23 07:00:00+00:00,694618,264.9,265.3,266.05,263.8
118,2020-01-23 08:00:00+00:00,514311,265.3,266.0,266.89,265.2
119,2020-01-23 09:00:00+00:00,279301,265.97,264.96,266.1,264.66
120,2020-01-23 10:00:00+00:00,282671,264.92,264.9,265.25,264.25
121,2020-01-23 11:00:00+00:00,287004,264.9,266.19,266.69,264.82
122,2020-01-23 12:00:00+00:00,283693,266.19,266.56,266.8,266.13
123,2020-01-23 13:00:00+00:00,233035,266.54,266.32,266.88,265.7
124,2020-01-23 14:00:00+00:00,693194,266.32,263.5,266.34,263.1
125,2020-01-23 15:00:00+00:00,783234,263.54,263.73,263.98,262.24
126,2020-01-24 07:00:00+00:00,368878,264.53,265.55,265.87,264.53
127,2020-01-24 08:00:00+00:00,589725,265.55,266.45,267.5,265.08
128,2020-01-24 09:00:00+00:00,362292,266.47,264.73,266.69,264.51
129,2020-01-24 10:00:00+00:00,238780,264.72,264.42,265.49,264.21
130,2020-01-24 11:00:00+00:00,303792,264.36,266.0,266.3,264.25
131,2020-01-24 12:00:00+00:00,160470,266.14,265.9,266.5,265.73
132,2020-01-24 13:00:00+00:00,127285,266.02,266.2,266.39,265.43
133,2020-01-24 14:00:00+00:00,273619,266.2,266.31,266.31,264.75
134,2020-01-24 15:00:00+00:00,299784,266.31,265.49,266.86,265.15
135,2020-01-27 07:00:00+00:00,1023796,260.99,260.15,261.22,259.78
136,2020-01-27 08:00:00+00:00,506534,260.15,260.34,262.1,259.92
137,2020-01-27 09:00:00+00:00,966902,260.35,258.06,260.42,257.7
138,2020-01-27 10:00:00+00:00,674543,258.06,257.25,258.35,256.72
139,2020-01-27 11:00:00+00:00,625373,257.25,257.28,258.2,255.7
140,2020-01-27 12:00:00+00:00,255232,257.34,256.85,257.96,256.52
141,2020-01-27 13:00:00+00:00,347400,256.85,256.12,256.9,255.79
142,2020-01-27 14:00:00+00:00,463732,256.1,256.42,257.16,256.0
143,2020-01-27 15:00:00+00:00,737654,256.49,255.32,257.31,255.32
144,2020-01-28 07:00:00+00:00,781646,257.05,257.14,258.84,256.71
145,2020-01-28 08:00:00+00:00,597995,257.14,255.76,257.37,255.59
146,2020-01-28 09:00:00+00:00,817924,255.76,256.38,256.86,254.1
147,2020-01-28 10:00:00+00:00,456615,256.37,256.72,257.6,255.51
148,2020-01-28 11:00:00+00:00,287082,256.7,257.45,257.51,256.01
149,2020-01-28 12:00:00+00:00,502470,257.45,257.9,258.44,257.02
150,2020-01-28 13:00:00+00:00,398497,257.9,257.7,258.46,257.03
151,2020-01-28 14:00:00+00:00,430619,257.67,256.83,257.79,256.33
152,2020-01-28 15:00:00+00:00,525510,256.83,257.7,258.0,256.45
153,2020-01-29 07:00:00+00:00,605034,258.4,258.12,259.29,258.02
154,2020-01-29 08:00:00+00:00,802218,258.12,259.65,260.35,257.61
155,2020-01-29 09:00:00+00:00,292868,259.65,259.39,259.87,259.0
156,2020-01-29 10:00:00+00:00,149316,259.32,259.75,259.95,259.1
157,2020-01-29 11:00:00+00:00,346205,259.75,260.74,260.94,259.65
158,2020-01-29 12:00:00+00:00,242888,260.72,259.77,260.85,259.41
159,2020-01-29 13:00:00+00:00,234759,259.8,260.31,260.85,259.45
160,2020-01-29 14:00:00+00:00,375033,260.31,260.48,261.57,260.25
161,2020-01-29 15:00:00+00:00,443819,260.48,259.94,260.49,258.77
162,2020-01-30 07:00:00+00:00,629922,257.82,257.03,258.0,256.8
163,2020-01-30 08:00:00+00:00,474540,257.1,258.39,258.45,256.47
164,2020-01-30 09:00:00+00:00,183085,258.35,258.0,258.69,257.66
165,2020-01-30 10:00:00+00:00,177696,257.96,257.95,258.17,257.15
166,2020-01-30 11:00:00+00:00,263060,257.92,256.46,257.96,256.37
167,2020-01-30 12:00:00+00:00,383027,256.46,255.58,256.8,255.33
168,2020-01-30 13:00:00+00:00,342400,255.55,256.72,257.13,255.27
169,2020-01-30 14:00:00+00:00,372340,256.7,256.79,257.57,255.82
170,2020-01-30 15:00:00+00:00,329164,256.75,257.31,257.63,256.53
171,2020-01-31 07:00:00+00:00,469121,258.5,257.8,259.2,257.51
172,2020-01-31 08:00:00+00:00,414664,257.83,257.4,258.98,257.4
173,2020-01-31 09:00:00+00:00,227483,257.45,256.96,257.6,256.75
174,2020-01-31 10:00:00+00:00,326349,256.97,256.52,257.5,256.33
175,2020-01-31 11:00:00+00:00,419022,256.51,255.57,257.03,255.12
176,2020-01-31 12:00:00+00:00,380421,255.62,255.6,256.62,255.5
177,2020-01-31 13:00:00+00:00,530590,255.65,255.34,256.2,254.54
178,2020-01-31 14:00:00+00:00,779443,255.34,254.58,256.2,254.25
179,2020-01-31 15:00:00+00:00,1208013,254.55,252.2,254.88,252.17
180,2020-02-03 07:00:00+00:00,899465,251.8,252.5,253.94,251.1
181,2020-02-03 08:00:00+00:00,474850,252.5,252.77,253.2,252.05
182,2020-02-03 09:00:00+00:00,444652,252.78,252.81,253.45,252.05
183,2020-02-03 10:00:00+00:00,534751,252.77,252.89,253.94,252.58
184,2020-02-03 11:00:00+00:00,305452,252.88,253.5,253.95,252.86
185,2020-02-03 12:00:00+00:00,576572,253.51,253.77,254.3,252.51
186,2020-02-03 13:00:00+00:00,630590,253.77,253.69,254.5,253.09
187,2020-02-03 14:00:00+00:00,534477,253.71,254.66,254.9,253.32
188,2020-02-03 15:00:00+00:00,865950,254.67,253.99,254.96,253.99
189,2020-02-04 07:00:00+00:00,596211,255.33,254.58,257.38,254.42
190,2020-02-04 08:00:00+00:00,885033,254.58,254.06,254.93,252.9
191,2020-02-04 09:00:00+00:00,389949,254.09,254.28,254.6,253.61
192,2020-02-04 10:00:00+00:00,390803,254.28,254.81,254.92,254.06
193,2020-02-04 11:00:00+00:00,457929,254.77,254.88,255.4,254.32
194,2020-02-04 12:00:00+00:00,664522,254.87,255.73,255.75,254.1
195,2020-02-04 13:00:00+00:00,533526,255.73,256.07,256.29,255.23
196,2020-02-04 14:00:00+00:00,463697,256.07,255.54,256.2,255.07
197,2020-02-04 15:00:00+00:00,591459,255.54,255.4,255.7,254.81
198,2020-02-05 07:00:00+00:00,489298,255.89,254.42,256.08,253.75
199,2020-02-05 08:00:00+00:00,1184624,254.35,256.21,256.45,253.14
200,2020-02-05 09:00:00+00:00,855714,256.23,256.68,257.66,255.92
201,2020-02-05 10:00:00+00:00,282172,256.64,256.87,257.04,256.52
202,2020-02-05 11:00:00+00:00,540698,256.88,256.33,257.59,256.11
203,2020-02-05 12:00:00+00:00,194087,256.3,256.61,256.9,256.22
204,2020-02-05 13:00:00+00:00,414045,256.6,256.8,257.3,256.1
205,2020-02-05 14:00:00+00:00,386433,256.8,257.13,257.27,256.06
206,2020-02-05 15:00:00+00:00,725518,257.13,255.2,257.28,255.12
207,2020-02-06 07:00:00+00:00,535095,256.66,256.6,257.39,256.0
208,2020-02-06 08:00:00+00:00,707672,256.59,255.85,258.0,255.66
209,2020-02-06 09:00:00+00:00,582485,255.83,255.12,255.96,254.4
210,2020-02-06 10:00:00+00:00,242478,255.04,254.15,255.06,254.03
211,2020-02-06 11:00:00+00:00,358485,254.11,254.3,254.88,253.8
212,2020-02-06 12:00:00+00:00,314252,254.3,254.26,254.75,253.38
213,2020-02-06 13:00:00+00:00,395209,254.26,252.62,254.26,252.55
214,2020-02-06 14:00:00+00:00,576348,252.62,252.58,253.19,251.9
215,2020-02-06 15:00:00+00:00,619880,252.58,252.11,252.64,251.86
216,2020-02-07 07:00:00+00:00,656195,253.13,252.42,253.45,251.15
217,2020-02-07 08:00:00+00:00,533133,252.48,250.61,253.15,250.6
218,2020-02-07 09:00:00+00:00,692996,250.62,250.37,251.18,249.11
219,2020-02-07 10:00:00+00:00,445624,250.35,249.33,250.67,248.73
220,2020-02-07 11:00:00+00:00,337308,249.35,250.69,250.99,249.31
221,2020-02-07 12:00:00+00:00,419122,250.69,251.54,252.09,250.61
222,2020-02-07 13:00:00+00:00,373241,251.56,252.03,252.5,251.22
223,2020-02-07 14:00:00+00:00,723541,252.14,252.45,253.73,252.02
224,2020-02-07 15:00:00+00:00,836806,252.45,254.3,254.3,252.31
225,2020-02-10 07:00:00+00:00,601399,254.55,255.26,255.73,253.6
226,2020-02-10 08:00:00+00:00,442662,255.23,253.68,255.35,253.13
227,2020-02-10 09:00:00+00:00,429798,253.68,252.88,254.28,252.55
228,2020-02-10 10:00:00+00:00,264135,252.92,253.23,253.89,252.7
229,2020-02-10 11:00:00+00:00,313473,253.2,253.4,254.13,253.0
230,2020-02-10 12:00:00+00:00,250700,253.46,253.91,254.46,253.02
231,2020-02-10 13:00:00+00:00,338751,253.91,252.48,254.18,252.32
232,2020-02-10 14:00:00+00:00,407733,252.5,252.45,253.28,252.07
233,2020-02-10 15:00:00+00:00,467682,252.45,252.26,252.99,252.22
234,2020-02-11 07:00:00+00:00,637734,253.78,254.44,254.95,253.0
235,2020-02-11 08:00:00+00:00,585978,254.44,254.93,255.12,253.66
236,2020-02-11 09:00:00+00:00,394637,254.95,255.35,255.45,254.77
237,2020-02-11 10:00:00+00:00,186956,255.37,254.77,255.39,254.61
238,2020-02-11 11:00:00+00:00,192082,254.79,254.82,255.02,254.51
239,2020-02-11 12:00:00+00:00,2138591,254.8,258.08,259.77,254.75
240,2020-02-11 13:00:00+00:00,1565467,258.08,257.16,259.33,256.8
241,2020-02-11 14:00:00+00:00,821845,257.1,257.26,258.49,257.0
242,2020-02-11 15:00:00+00:00,1415946,257.24,254.5,257.68,254.0
243,2020-02-12 07:00:00+00:00,1026944,255.4,254.77,255.49,254.2
244,2020-02-12 08:00:00+00:00,874463,254.78,254.32,254.84,252.31
245,2020-02-12 09:00:00+00:00,320674,254.31,254.24,254.39,253.14
246,2020-02-12 10:00:00+00:00,427202,254.28,254.81,255.49,253.81
247,2020-02-12 11:00:00+00:00,259239,254.85,254.71,255.06,253.94
248,2020-02-12 12:00:00+00:00,265809,254.67,254.15,254.75,253.66
249,2020-02-12 13:00:00+00:00,480082,254.15,253.4,254.24,253.1
250,2020-02-12 14:00:00+00:00,502847,253.39,253.98,253.98,253.12
251,2020-02-12 15:00:00+00:00,1087475,253.98,254.5,254.5,253.9
252,2020-02-13 07:00:00+00:00,437803,253.63,253.18,254.27,252.5
253,2020-02-13 08:00:00+00:00,505866,253.15,254.6,255.18,253.09
254,2020-02-13 09:00:00+00:00,301229,254.58,253.61,254.8,253.61
255,2020-02-13 10:00:00+00:00,541908,253.66,253.24,253.7,252.55
256,2020-02-13 11:00:00+00:00,339515,253.24,253.38,253.85,252.65
257,2020-02-13 12:00:00+00:00,217714,253.43,253.3,253.76,253.26
258,2020-02-13 13:00:00+00:00,392825,253.36,253.36,253.63,252.61
259,2020-02-13 14:00:00+00:00,405928,253.36,253.73,254.44,252.94
260,2020-02-13 15:00:00+00:00,522654,253.77,253.89,253.93,253.27
261,2020-02-14 07:00:00+00:00,243622,254.38,253.23,254.38,252.82
262,2020-02-14 08:00:00+00:00,690592,253.24,251.88,253.62,251.45
263,2020-02-14 09:00:00+00:00,341661,251.9,251.84,252.24,251.4
264,2020-02-14 10:00:00+00:00,351799,251.85,253.15,253.49,251.84
265,2020-02-14 11:00:00+00:00,186655,253.19,253.18,253.58,252.9
266,2020-02-14 12:00:00+00:00,159197,253.18,253.56,253.7,252.67
267,2020-02-14 13:00:00+00:00,272666,253.59,252.17,253.7,252.13
268,2020-02-14 14:00:00+00:00,344246,252.17,251.7,252.86,251.58
269,2020-02-14 15:00:00+00:00,407776,251.73,251.75,252.08,251.65
270,2020-02-17 07:00:00+00:00,315648,252.5,252.19,253.1,251.81
271,2020-02-17 08:00:00+00:00,609655,252.19,250.57,252.49,250.4
272,2020-02-17 09:00:00+00:00,331544,250.57,251.14,251.44,250.42
273,2020-02-17 10:00:00+00:00,224020,251.13,250.64,251.34,250.13
274,2020-02-17 11:00:00+00:00,132096,250.64,250.63,250.89,250.4
275,2020-02-17 12:00:00+00:00,246087,250.62,251.07,251.1,250.14
276,2020-02-17 13:00:00+00:00,181019,251.07,251.04,251.2,250.72
277,2020-02-17 14:00:00+00:00,266320,251.01,251.06,251.75,250.8
278,2020-02-17 15:00:00+00:00,330669,251.06,251.36,251.57,250.78
279,2020-02-18 07:00:00+00:00,613114,250.08,248.83,250.44,247.87
280,2020-02-18 08:00:00+00:00,314968,248.8,249.29,249.5,248.57
281,2020-02-18 09:00:00+00:00,415155,249.24,248.5,249.33,248.22
282,2020-02-18 10:00:00+00:00,225533,248.5,249.16,249.45,248.33
283,2020-02-18 11:00:00+00:00,242159,249.16,249.51,249.85,249.08
284,2020-02-18 12:00:00+00:00,234912,249.46,248.77,249.57,248.7
285,2020-02-18 13:00:00+00:00,320520,248.79,248.68,249.03,248.33
286,2020-02-18 14:00:00+00:00,405978,248.68,249.86,250.0,248.65
287,2020-02-18 15:00:00+00:00,853604,249.86,249.2,249.89,247.57
288,2020-02-19 07:00:00+00:00,384798,250.31,249.5,250.49,249.07
289,2020-02-19 08:00:00+00:00,516402,249.5,249.1,249.82,247.95
290,2020-02-19 09:00:00+00:00,287801,249.06,249.55,249.8,248.73
291,2020-02-19 10:00:00+00:00,171181,249.55,249.65,249.92,249.33
292,2020-02-19 11:00:00+00:00,140304,249.67,249.14,249.75,248.84
293,2020-02-19 12:00:00+00:00,172761,249.18,249.18,249.75,249.0
294,2020-02-19 13:00:00+00:00,239550,249.18,250.3,250.39,248.87
295,2020-02-19 14:00:00+00:00,350689,250.26,250.1,250.68,249.88
296,2020-02-19 15:00:00+00:00,310601,250.06,249.7,250.38,249.55
297,2020-02-20 07:00:00+00:00,422862,250.07,251.65,251.65,249.71
298,2020-02-20 08:00:00+00:00,692423,251.65,251.2,252.17,250.72
299,2020-02-20 09:00:00+00:00,129579,251.24,251.11,251.38,250.7
300,2020-02-20 10:00:00+00:00,141232,251.1,250.91,251.1,250.72
301,2020-02-20 11:00:00+00:00,146377,250.93,251.21,251.5,250.75
302,2020-02-20 12:00:00+00:00,165353,251.17,251.75,251.76,251.01
303,2020-02-20 13:00:00+00:00,293464,251.75,251.05,251.75,250.38
304,2020-02-20 14:00:00+00:00,671839,251.0,250.4,251.31,249.13
305,2020-02-20 15:00:00+00:00,407659,250.4,250.15,250.59,249.8
306,2020-02-21 07:00:00+00:00,608952,248.42,248.11,248.54,247.24
307,2020-02-21 08:00:00+00:00,368402,248.13,248.97,249.03,247.53
308,2020-02-21 09:00:00+00:00,123037,248.97,248.65,249.1,248.3
309,2020-02-21 10:00:00+00:00,175183,248.61,249.08,249.49,248.55
310,2020-02-21 11:00:00+00:00,188859,249.08,249.89,250.09,248.86
311,2020-02-21 12:00:00+00:00,195926,249.89,250.53,250.88,249.64
312,2020-02-21 13:00:00+00:00,170731,250.53,250.55,250.89,250.16
313,2020-02-21 14:00:00+00:00,389533,250.48,250.3,251.2,249.73
314,2020-02-21 15:00:00+00:00,547686,250.36,250.8,251.49,250.12
315,2020-02-25 07:00:00+00:00,820733,247.98,247.49,249.0,247.03
316,2020-02-25 08:00:00+00:00,650068,247.5,247.87,248.83,246.57
317,2020-02-25 09:00:00+00:00,343921,247.85,247.32,248.16,247.3
318,2020-02-25 10:00:00+00:00,318307,247.32,246.87,247.48,246.68
319,2020-02-25 11:00:00+00:00,580007,246.88,246.32,247.46,245.59
320,2020-02-25 12:00:00+00:00,188614,246.32,247.06,247.45,246.02
321,2020-02-25 13:00:00+00:00,186602,247.06,246.6,247.5,246.52
322,2020-02-25 14:00:00+00:00,301665,246.57,246.8,247.15,246.22
323,2020-02-25 15:00:00+00:00,692053,246.8,245.19,247.08,245.17
324,2020-02-26 07:00:00+00:00,1106824,244.75,245.31,245.5,243.55
325,2020-02-26 08:00:00+00:00,1010933,245.31,245.31,246.93,244.7
326,2020-02-26 09:00:00+00:00,911008,245.32,243.7,245.35,243.22
327,2020-02-26 10:00:00+00:00,514895,243.74,246.25,246.39,243.61
328,2020-02-26 11:00:00+00:00,487632,246.26,246.59,247.09,245.51
329,2020-02-26 12:00:00+00:00,383010,246.59,247.65,248.0,246.35
330,2020-02-26 13:00:00+00:00,595604,247.66,249.33,249.94,247.64
331,2020-02-26 14:00:00+00:00,741025,249.3,249.91,250.52,248.29
332,2020-02-26 15:00:00+00:00,1002511,249.85,250.8,251.21,249.5
333,2020-02-27 07:00:00+00:00,845106,247.5,247.79,248.94,246.19
334,2020-02-27 08:00:00+00:00,479451,247.74,247.41,248.98,246.5
335,2020-02-27 09:00:00+00:00,326661,247.42,246.5,247.87,246.5
336,2020-02-27 10:00:00+00:00,193940,246.57,246.7,247.1,246.3
337,2020-02-27 11:00:00+00:00,432619,246.79,245.85,246.99,245.75
338,2020-02-27 12:00:00+00:00,868855,245.8,244.77,246.2,244.11
339,2020-02-27 13:00:00+00:00,680374,244.78,245.06,245.99,244.2
340,2020-02-27 14:00:00+00:00,732574,245.18,243.95,245.37,243.23
341,2020-02-27 15:00:00+00:00,1229187,243.9,242.88,244.47,242.0
342,2020-02-28 07:00:00+00:00,2973320,235.0,235.0,239.0,231.75
343,2020-02-28 08:00:00+00:00,1571225,234.88,234.85,237.92,234.6
344,2020-02-28 09:00:00+00:00,1834246,234.9,233.35,235.5,231.0
345,2020-02-28 10:00:00+00:00,943395,233.34,235.46,235.73,231.53
346,2020-02-28 11:00:00+00:00,937800,235.46,235.42,237.7,235.0
347,2020-02-28 12:00:00+00:00,725142,235.43,237.36,237.43,234.52
348,2020-02-28 13:00:00+00:00,704811,237.37,235.09,237.9,234.83
349,2020-02-28 14:00:00+00:00,1144936,235.04,233.14,235.65,232.38
350,2020-02-28 15:00:00+00:00,1484016,233.18,233.36,234.11,232.21
351,2020-03-02 07:00:00+00:00,1081179,238.55,238.4,238.91,236.5
352,2020-03-02 08:00:00+00:00,1132173,238.25,238.4,241.0,238.17
353,2020-03-02 09:00:00+00:00,668425,238.37,237.88,238.5,236.62
354,2020-03-02 10:00:00+00:00,451390,237.81,235.97,237.89,235.97
355,2020-03-02 11:00:00+00:00,894801,236.0,231.47,236.3,231.27
356,2020-03-02 12:00:00+00:00,2897791,231.4,228.72,231.75,218.86
357,2020-03-02 13:00:00+00:00,690069,228.72,229.3,229.3,226.22
358,2020-03-02 14:00:00+00:00,1056989,229.25,227.91,231.98,227.69
359,2020-03-02 15:00:00+00:00,1296038,227.78,228.17,230.33,226.71
360,2020-03-03 07:00:00+00:00,1196444,233.0,233.65,234.89,232.28
361,2020-03-03 08:00:00+00:00,1295217,233.65,234.66,236.2,233.51
362,2020-03-03 09:00:00+00:00,448935,234.65,235.03,235.18,232.8
363,2020-03-03 10:00:00+00:00,235265,235.03,234.14,235.09,233.61
364,2020-03-03 11:00:00+00:00,358763,234.12,234.62,234.9,233.62
365,2020-03-03 12:00:00+00:00,1322546,234.7,235.87,239.0,234.64
366,2020-03-03 13:00:00+00:00,549464,235.93,235.96,237.5,234.66
